data,preco_tecnico,preco_hibrido_base,preco_hibrido_bear,preco_hibrido_bull,ancora_dcf_base,ancora_dcf_bear,ancora_dcf_bull,intervalo_lo,intervalo_hi,previsao_media,previsao_std
2026-07-08,70.55307159423828,72.50858342064701,67.9934334138629,78.24380762010199,77.33680410524946,72.52099809846644,83.45392692696817,69.55935732477646,75.45780951651757,72.50858342064701,1.5047071917706933
2026-07-09,70.52445678710937,72.52808597008865,67.95420989868015,78.34328535403114,77.38514348217414,72.5049642892253,83.58977486992961,69.55555886584666,75.50061307433064,72.52808597008865,1.5165954613479526
2026-07-10,70.49656829833984,72.54869284909937,67.91603791155094,78.4440779588593,77.43351307363106,72.48893402493037,83.72584394884339,69.5527453680318,75.54464033016694,72.54869284909937,1.5285446331977393
2026-07-13,70.46920166015624,72.57025233257271,67.87877291147467,78.5460249478288,77.48191289850583,72.47290730479791,83.86213452367893,69.5509365500515,75.58956811509391,72.57025233257271,1.5404672359802074
2026-07-14,70.44215850830078,72.59262003825192,67.84227770424827,78.6489731387165,77.53034297569583,72.45688412804435,83.99864695499168,69.55015606721314,75.63508400929071,72.59262003825192,1.5522775362442771
2026-07-15,70.41525421142578,72.61566417263707,67.80642731090853,78.75278238132422,77.5788033241103,72.44086449388627,84.13538160392397,69.55043533147548,75.68089301379865,72.61566417263707,1.5638922658987644
2026-07-16,70.3883071899414,72.63925784394101,67.77110174518916,78.85731727925875,77.62729396267024,72.4248484015404,84.272338832206,69.55181109066297,75.72670459721905,72.63925784394101,1.5752279353459382
2026-07-17,70.36112365722656,72.66326854038081,67.73617618503927,78.96243578133495,77.67581491030853,72.40883585022371,84.40951900215681,69.5543412796028,75.77219580115883,72.66326854038081,1.5861873779479667
2026-07-20,70.33348541259765,72.68754991491548,67.70151334219113,79.06798021320995,77.72436618596987,72.39282683915329,84.54692247668525,69.55809520178235,75.81700462804861,72.68754991491548,1.5966605679250632
2026-07-21,70.30515747070312,72.71194738155012,67.6669687237729,79.1737832941752,77.77294780861077,72.37682136754641,84.68454961929088,69.56313962758286,75.86075513551738,72.71194738155012,1.6065345683506445
2026-07-22,70.27592315673829,72.73632243599621,67.63241327782869,79.27969459916207,77.82155979719963,72.36081943462057,84.822400794065,69.56956097129599,75.90308390069644,72.73632243599621,1.6156946248470574
2026-07-23,70.24555816650391,72.76053447358154,67.5977164371085,79.38556080726967,77.87020217071668,72.34482103959333,84.96047636569159,69.57741654844861,75.94365239871448,72.76053447358154,1.6240397577208807
2026-07-24,70.21381378173828,72.78442985756551,67.56273597897268,79.49121374977399,77.91887494815403,72.32882618168253,85.09877669944825,69.58677749845126,75.98208221667977,72.78442985756551,1.6314552852623774
2026-07-27,70.18076019287109,72.80807168382572,67.52753117618154,79.59672152529512,77.96757814851564,72.31283486010615,85.23730216120717,69.59762976584878,76.01851360180265,72.80807168382572,1.6379805703963948
2026-07-28,70.14693756103516,72.83183419564577,67.4924494391092,79.70249300684881,78.01631179081738,72.29684707408231,85.3760531174362,69.60982417129469,76.05384421999685,72.83183419564577,1.6438826654852414
2026-07-29,70.11298980712891,72.85615232928993,67.45789319999164,79.80900519273818,78.06507589408699,72.28086282282933,85.51502993519959,69.62319923713217,76.08910542144768,72.85615232928993,1.6494658633457961
2026-07-30,70.07923583984375,72.8812379537313,67.42405716485754,79.91649239204033,78.11387047736407,72.2648821055657,85.65423298215924,69.63767183529572,76.12480407216688,72.8812379537313,1.6548806726712126
2026-07-31,70.04568023681641,72.90709287755875,67.3909412117344,80.02495928053267,78.16269555970018,72.2489049215101,85.79366262657548,69.65324070094191,76.1609450541756,72.90709287755875,1.6601286615392106
2026-08-03,70.01223754882812,72.93366039225177,67.35849117205639,80.1343462527494,78.21155116015875,72.23293126988136,85.93331923730811,69.66993115179164,76.19738963271189,72.93366039225177,1.665167979826594
2026-08-04,69.97886505126954,72.96091259622534,67.32667963982672,80.24462514148212,78.26043729781513,72.2169611498985,86.07320318381733,69.68774677738932,76.23407841506136,72.96091259622534,1.6699825606306242
2026-08-05,69.94556427001953,72.98885069575377,67.29550613629752,80.35579970721317,78.30935399175662,72.20099456078067,86.21331483616481,69.70668531047679,76.27101608103075,72.98885069575377,1.674574176161723
2026-08-06,69.91235961914063,73.01749049956099,67.26498363367573,80.46788981290669,78.3583012610824,72.18503150174723,86.3536545650146,69.72673725368652,76.30824374543546,73.01749049956099,1.6789557376910542
2026-08-07,69.87928466796875,73.04685334960497,67.23513015059676,80.58092150004799,78.40727912490365,72.16907197201773,86.49422274163408,69.74789942202601,76.34580727718394,73.04685334960497,1.6831397589688608
2026-08-10,69.84637145996093,73.07695905738547,67.20596223449543,80.69491921935949,78.45628760234342,72.15311597081187,86.63501973789505,69.77015673227265,76.38376138249828,73.07695905738547,1.6871440434249036
2026-08-11,69.81367645263671,73.10784241937904,67.17751014343612,80.80992407795156,78.5053267125368,72.13716349734949,86.77604592627462,69.79350399416734,76.42218084459074,73.10784241937904,1.6909889924549466
2026-08-12,69.78126068115235,73.13954020715508,67.14980584357669,80.92597952762962,78.55439647463075,72.12121455085067,86.9173016798562,69.81792612714486,76.4611542871653,73.13954020715508,1.6947010612297024
2026-08-13,69.7491958618164,73.17209493162513,67.12288645478095,81.04313554540443,78.60349690778428,72.10526913053559,87.05878737233056,69.84340562249672,76.50078424075353,73.17209493162513,1.6983108720042877
2026-08-14,69.71753692626953,73.2055377938896,67.09677860213779,81.16142976372606,78.65262803116832,72.08932723562467,87.20050337799675,69.86993970186425,76.54113588591495,73.2055377938896,1.7018357612374242
2026-08-17,69.6863510131836,73.2399066371958,67.07151490007682,81.28090733103846,78.70178986396581,72.07338886533846,87.34245007176312,69.8975172468187,76.58229602757291,73.2399066371958,1.7053007093760781
2026-08-18,69.65570526123047,73.27523831170897,67.04712694058585,81.40161246708094,78.75098242537167,72.0574540188977,87.48462782914828,69.92612574346914,76.6243508799488,73.27523831170897,1.7087309021631785
2026-08-19,69.62568664550781,73.31158071222256,67.02365630253335,81.52360184391073,78.80020573459284,72.04152269552327,87.62703702628211,69.95575027954398,76.66741114490115,73.31158071222256,1.7121583840196868
2026-08-20,69.59638214111328,73.34898045589192,67.00114325335116,81.6469309315843,78.84945981084819,72.02559489443628,87.76967803990684,69.98637655009817,76.71158436168567,73.34898045589192,1.7156142376498689
2026-08-21,69.56788635253906,73.38748749746458,66.97963096652649,81.77165913407546,78.8987446733687,72.00967061485798,87.91255124737786,70.01799553152719,76.75697946340196,73.38748749746458,1.719128554049686
2026-08-24,69.5402603149414,73.42713022478571,66.95914279829302,81.89782203091872,78.94806034139734,71.99374985600979,88.05565702666492,70.05058225453466,76.80367819503677,73.42713022478571,1.722728556250534
2026-08-25,69.51355285644532,73.46792909145708,66.93969479238957,82.02544647783414,78.99740683418906,71.97783261711328,88.19899575635296,70.08413615970974,76.85172202320442,73.46792909145708,1.7264249651772114
2026-08-26,69.48775482177734,73.50986961127633,66.92127112571882,82.15452038129663,79.0467841710109,71.96191889739023,88.34256781564324,70.11865049310391,76.90108872944874,73.50986961127633,1.7302138358022545
2026-08-27,69.46281127929687,73.55291074586619,66.90383187236105,82.28500188651267,79.09619237114191,71.94600869606259,88.48637358435427,70.15413081048351,76.95169068124886,73.55291074586619,1.7340713956034062
2026-08-28,69.43860626220703,73.59697680178827,66.88730574142508,82.41681015449748,79.14563145387324,71.93010201235246,88.63041344292283,70.19058550759382,77.00336809598272,73.59697680178827,1.7379547419359411
2026-08-31,69.41497650146485,73.64196665381797,66.8715985852622,82.54983550611024,79.19510143850802,71.91419884548215,88.77468777240502,70.2280406296618,77.05589267797414,73.64196665381797,1.7417989919164107
2026-09-01,69.39169769287109,73.68774668655652,66.85658709256384,82.68393135825677,79.24460234436151,71.89829919467407,88.91919695447714,70.26653204821824,77.1089613248948,73.68774668655652,1.745517672621577
2026-09-02,69.36854400634766,73.7341858903298,66.84215072777218,82.81895346014292,79.29413419076101,71.88240305915087,89.06394137143694,70.30610522059523,77.16226656006437,73.7341858903298,1.7490207498645758
2026-09-03,69.34526672363282,73.78114366198074,66.8281606706418,82.95474619044492,79.34369699704592,71.86651043813535,89.20892140620434,70.34680158891858,77.21548573504289,73.78114366198074,1.752215343399059
